year,month,day,time,timezone,rain,snow,air_temperature,ground_temperature,highest_temperature,lowest_temperature,place,place_code,latitude,longitude
2020,3,19,0:00,UTC,,,1.7,,3.9,0.8,Mustasaari,101464,63.43508,21.06856
2020,3,20,0:00,UTC,,,-0.4,,1.5,-2.2,Mustasaari,101464,63.43508,21.06856
2020,3,21,0:00,UTC,,,-1.1,,1.2,-2.2,Mustasaari,101464,63.43508,21.06856
2020,3,22,0:00,UTC,,,1.5,,2.9,-2.6,Mustasaari,101464,63.43508,21.06856
2020,3,23,0:00,UTC,,,2.4,,4.2,0.6,Mustasaari,101464,63.43508,21.06856
2020,3,24,0:00,UTC,,,3.8,,5.4,2.1,Mustasaari,101464,63.43508,21.06856
2020,3,25,0:00,UTC,,,4.4,,5.8,3.4,Mustasaari,101464,63.43508,21.06856
2020,3,26,0:00,UTC,,,3.4,,6.3,2.2,Mustasaari,101464,63.43508,21.06856
2020,3,27,0:00,UTC,,,2.5,,4.8,1.7,Mustasaari,101464,63.43508,21.06856
2020,3,28,0:00,UTC,,,2.6,,4.5,0.7,Mustasaari,101464,63.43508,21.06856
2020,3,29,0:00,UTC,,,-0.4,,2.4,-2.3,Mustasaari,101464,63.43508,21.06856
2020,3,30,0:00,UTC,,,-1,,0.7,-2.5,Mustasaari,101464,63.43508,21.06856
2020,3,31,0:00,UTC,,,2.2,,5.3,-0.7,Mustasaari,101464,63.43508,21.06856
2020,4,1,0:00,UTC,,,2.1,,4.4,0.1,Mustasaari,101464,63.43508,21.06856
2020,4,2,0:00,UTC,,,0.9,,3.3,-1.7,Mustasaari,101464,63.43508,21.06856
2020,4,3,0:00,UTC,,,0.4,,2.5,-0.8,Mustasaari,101464,63.43508,21.06856
2020,4,4,0:00,UTC,,,1.2,,4.2,-0.7,Mustasaari,101464,63.43508,21.06856
2020,4,5,0:00,UTC,,,0.4,,3,-1.4,Mustasaari,101464,63.43508,21.06856
2020,4,6,0:00,UTC,,,4.1,,8.9,-0.7,Mustasaari,101464,63.43508,21.06856
2020,4,7,0:00,UTC,,,4.4,,6.1,3.5,Mustasaari,101464,63.43508,21.06856
2020,4,8,0:00,UTC,,,4.8,,6.7,3.1,Mustasaari,101464,63.43508,21.06856
2020,4,9,0:00,UTC,,,3.9,,8,2.4,Mustasaari,101464,63.43508,21.06856
2020,4,10,0:00,UTC,,,3.2,,5.9,0.8,Mustasaari,101464,63.43508,21.06856
2020,4,11,0:00,UTC,,,2.1,,5,0.6,Mustasaari,101464,63.43508,21.06856
2020,4,12,0:00,UTC,,,2.7,,4.7,0.2,Mustasaari,101464,63.43508,21.06856
2020,4,13,0:00,UTC,,,1.2,,5.1,0.3,Mustasaari,101464,63.43508,21.06856
2020,4,14,0:00,UTC,,,2.4,,3.6,0.9,Mustasaari,101464,63.43508,21.06856
2020,4,15,0:00,UTC,,,3.8,,7.5,1,Mustasaari,101464,63.43508,21.06856
2020,4,16,0:00,UTC,,,2.8,,6.3,0.9,Mustasaari,101464,63.43508,21.06856
2020,4,17,0:00,UTC,,,4.4,,6.9,2.2,Mustasaari,101464,63.43508,21.06856
2020,4,18,0:00,UTC,,,4.1,,8,1.8,Mustasaari,101464,63.43508,21.06856
2020,4,19,0:00,UTC,,,4.7,,8,2.1,Mustasaari,101464,63.43508,21.06856
2020,4,20,0:00,UTC,,,5.8,,11.7,3.5,Mustasaari,101464,63.43508,21.06856
2020,4,21,0:00,UTC,,,6.2,,10.2,3.5,Mustasaari,101464,63.43508,21.06856
2020,4,22,0:00,UTC,,,5.6,,10.1,2.6,Mustasaari,101464,63.43508,21.06856
2020,4,23,0:00,UTC,,,5.1,,7.6,2.5,Mustasaari,101464,63.43508,21.06856
2020,4,24,0:00,UTC,,,3.3,,5.4,1.9,Mustasaari,101464,63.43508,21.06856
2020,4,25,0:00,UTC,,,3.8,,7.9,0.6,Mustasaari,101464,63.43508,21.06856
2020,4,26,0:00,UTC,,,4,,6.9,2.7,Mustasaari,101464,63.43508,21.06856
2020,4,27,0:00,UTC,,,3,,4.2,2.2,Mustasaari,101464,63.43508,21.06856
2020,4,28,0:00,UTC,,,2.6,,3.6,0.8,Mustasaari,101464,63.43508,21.06856
2020,4,29,0:00,UTC,,,3.1,,4.9,1.9,Mustasaari,101464,63.43508,21.06856
2020,4,30,0:00,UTC,,,3.5,,5.5,1.4,Mustasaari,101464,63.43508,21.06856
2020,5,1,0:00,UTC,,,5.6,,9.6,1.5,Mustasaari,101464,63.43508,21.06856
2020,5,2,0:00,UTC,,,6.6,,10.8,4.5,Mustasaari,101464,63.43508,21.06856
2020,5,3,0:00,UTC,,,5.8,,9.1,4.3,Mustasaari,101464,63.43508,21.06856
2020,5,4,0:00,UTC,,,6.3,,9.3,3.6,Mustasaari,101464,63.43508,21.06856
2020,5,5,0:00,UTC,,,6.4,,10.4,3.8,Mustasaari,101464,63.43508,21.06856
2020,5,6,0:00,UTC,,,7.1,,11,5.2,Mustasaari,101464,63.43508,21.06856
2020,5,7,0:00,UTC,,,6.7,,10.6,3.9,Mustasaari,101464,63.43508,21.06856
2020,5,8,0:00,UTC,,,5.8,,10.4,3.6,Mustasaari,101464,63.43508,21.06856
2020,5,9,0:00,UTC,,,5.6,,9,3.6,Mustasaari,101464,63.43508,21.06856
2020,5,10,0:00,UTC,,,3.7,,6.1,1.4,Mustasaari,101464,63.43508,21.06856
2020,5,11,0:00,UTC,,,4.6,,7.7,1.9,Mustasaari,101464,63.43508,21.06856
2020,5,12,0:00,UTC,,,4.8,,8.1,2.9,Mustasaari,101464,63.43508,21.06856
2020,5,13,0:00,UTC,,,5.6,,9,3.2,Mustasaari,101464,63.43508,21.06856
2020,5,14,0:00,UTC,,,5.2,,8.3,2.3,Mustasaari,101464,63.43508,21.06856
2020,5,15,0:00,UTC,,,5.4,,8.4,3.5,Mustasaari,101464,63.43508,21.06856
2020,5,16,0:00,UTC,,,5.3,,8.4,3.3,Mustasaari,101464,63.43508,21.06856
2020,5,17,0:00,UTC,,,5.1,,7.3,2.5,Mustasaari,101464,63.43508,21.06856
2020,5,18,0:00,UTC,,,7,,10.2,4.4,Mustasaari,101464,63.43508,21.06856
2020,5,19,0:00,UTC,,,6.3,,7.9,5.4,Mustasaari,101464,63.43508,21.06856
2020,5,20,0:00,UTC,,,6.3,,8,4.8,Mustasaari,101464,63.43508,21.06856
2020,5,21,0:00,UTC,,,7.4,,9.7,5.3,Mustasaari,101464,63.43508,21.06856
2020,5,22,0:00,UTC,,,9.2,,14.5,5.4,Mustasaari,101464,63.43508,21.06856
2020,5,23,0:00,UTC,,,10.4,,14.1,6.8,Mustasaari,101464,63.43508,21.06856
2020,5,24,0:00,UTC,,,9.5,,12.9,7.5,Mustasaari,101464,63.43508,21.06856
2020,5,25,0:00,UTC,,,10.5,,15.3,7.5,Mustasaari,101464,63.43508,21.06856
2020,5,26,0:00,UTC,,,12.6,,17.2,9,Mustasaari,101464,63.43508,21.06856
2020,5,27,0:00,UTC,,,11.4,,15.1,9.1,Mustasaari,101464,63.43508,21.06856
2020,5,28,0:00,UTC,,,10.8,,14.7,8.4,Mustasaari,101464,63.43508,21.06856
2020,5,29,0:00,UTC,,,11,,14.9,7.8,Mustasaari,101464,63.43508,21.06856
2020,5,30,0:00,UTC,,,9.8,,12.2,8.9,Mustasaari,101464,63.43508,21.06856
2020,5,31,0:00,UTC,,,13.2,,17.7,8,Mustasaari,101464,63.43508,21.06856
2020,6,1,0:00,UTC,,,13.8,,16.4,11.8,Mustasaari,101464,63.43508,21.06856
2020,6,2,0:00,UTC,,,12.9,,15.2,10.3,Mustasaari,101464,63.43508,21.06856
2020,6,3,0:00,UTC,,,13.2,,16.6,10.3,Mustasaari,101464,63.43508,21.06856
2020,6,4,0:00,UTC,,,13.1,,16.5,9.9,Mustasaari,101464,63.43508,21.06856
2020,6,5,0:00,UTC,,,11.4,,13.5,10.4,Mustasaari,101464,63.43508,21.06856
2020,6,6,0:00,UTC,,,12.1,,16.2,9.6,Mustasaari,101464,63.43508,21.06856
2020,6,7,0:00,UTC,,,12.2,,14,10.1,Mustasaari,101464,63.43508,21.06856
2020,6,8,0:00,UTC,,,12.4,,15.4,10.3,Mustasaari,101464,63.43508,21.06856
2020,6,9,0:00,UTC,,,11.7,,16.1,9.3,Mustasaari,101464,63.43508,21.06856
2020,6,10,0:00,UTC,,,12.5,,17,8.3,Mustasaari,101464,63.43508,21.06856
2020,6,11,0:00,UTC,,,15.1,,20,10.7,Mustasaari,101464,63.43508,21.06856
2020,6,12,0:00,UTC,,,13.4,,17,10.9,Mustasaari,101464,63.43508,21.06856
2020,6,13,0:00,UTC,,,15.6,,20.3,9.9,Mustasaari,101464,63.43508,21.06856
2020,6,14,0:00,UTC,,,16.4,,19.6,11.3,Mustasaari,101464,63.43508,21.06856
2020,6,15,0:00,UTC,,,17.1,,19.8,14.4,Mustasaari,101464,63.43508,21.06856
2020,6,16,0:00,UTC,,,14.2,,18,13.5,Mustasaari,101464,63.43508,21.06856
2020,6,17,0:00,UTC,,,14,,16.4,12,Mustasaari,101464,63.43508,21.06856
2020,6,18,0:00,UTC,,,14.3,,16.9,12.3,Mustasaari,101464,63.43508,21.06856
2020,6,19,0:00,UTC,,,14.5,,16.2,12.4,Mustasaari,101464,63.43508,21.06856
2020,6,20,0:00,UTC,,,14.6,,16,12.9,Mustasaari,101464,63.43508,21.06856
2020,6,21,0:00,UTC,,,16.4,,19.7,13.2,Mustasaari,101464,63.43508,21.06856
2020,6,22,0:00,UTC,,,15.4,,19.5,12.8,Mustasaari,101464,63.43508,21.06856
2020,6,23,0:00,UTC,,,17.3,,20.5,13.4,Mustasaari,101464,63.43508,21.06856
2020,6,24,0:00,UTC,,,18.8,,22.6,15,Mustasaari,101464,63.43508,21.06856
2020,6,25,0:00,UTC,,,20.6,,24,17.2,Mustasaari,101464,63.43508,21.06856
2020,6,26,0:00,UTC,,,20,,24.5,16.5,Mustasaari,101464,63.43508,21.06856
2020,6,27,0:00,UTC,,,16.5,,18.5,14.1,Mustasaari,101464,63.43508,21.06856
2020,6,28,0:00,UTC,,,16.2,,18.1,14.7,Mustasaari,101464,63.43508,21.06856
2020,6,29,0:00,UTC,,,17.5,,22.8,14.9,Mustasaari,101464,63.43508,21.06856
2020,6,30,0:00,UTC,,,17.2,,19.7,15.5,Mustasaari,101464,63.43508,21.06856
2020,7,1,0:00,UTC,,,15.6,,18.7,13.5,Mustasaari,101464,63.43508,21.06856
2020,7,2,0:00,UTC,,,14,,17.7,12.2,Mustasaari,101464,63.43508,21.06856
2020,7,3,0:00,UTC,,,13.9,,16.1,11.5,Mustasaari,101464,63.43508,21.06856
2020,7,4,0:00,UTC,,,13.9,,17.5,10.9,Mustasaari,101464,63.43508,21.06856
2020,7,5,0:00,UTC,,,14.2,,17.6,11.5,Mustasaari,101464,63.43508,21.06856
2020,7,6,0:00,UTC,,,14.2,,17.3,11.6,Mustasaari,101464,63.43508,21.06856
2020,7,7,0:00,UTC,,,14.6,,17.8,12.3,Mustasaari,101464,63.43508,21.06856
2020,7,8,0:00,UTC,,,15.4,,18.6,13.1,Mustasaari,101464,63.43508,21.06856
2020,7,9,0:00,UTC,,,14.7,,17.8,11.1,Mustasaari,101464,63.43508,21.06856
2020,7,10,0:00,UTC,,,15.7,,19.3,13.1,Mustasaari,101464,63.43508,21.06856
2020,7,11,0:00,UTC,,,15.2,,17.8,12.2,Mustasaari,101464,63.43508,21.06856
2020,7,12,0:00,UTC,,,14.9,,16.6,12.5,Mustasaari,101464,63.43508,21.06856
2020,7,13,0:00,UTC,,,13.6,,17,10.8,Mustasaari,101464,63.43508,21.06856
2020,7,14,0:00,UTC,,,15,,18.9,10.3,Mustasaari,101464,63.43508,21.06856
2020,7,15,0:00,UTC,,,16,,20.3,12.4,Mustasaari,101464,63.43508,21.06856
2020,7,16,0:00,UTC,,,17.1,,20.8,13.5,Mustasaari,101464,63.43508,21.06856
2020,7,17,0:00,UTC,,,19.2,,22.3,15,Mustasaari,101464,63.43508,21.06856
2020,7,18,0:00,UTC,,,19.1,,21.8,17.8,Mustasaari,101464,63.43508,21.06856
2020,7,19,0:00,UTC,,,19.9,,23,17.7,Mustasaari,101464,63.43508,21.06856
2020,7,20,0:00,UTC,,,20.2,,22.9,18.7,Mustasaari,101464,63.43508,21.06856
2020,7,21,0:00,UTC,,,17.6,,20.3,14.8,Mustasaari,101464,63.43508,21.06856
2020,7,22,0:00,UTC,,,14.6,,16.8,13.2,Mustasaari,101464,63.43508,21.06856
2020,7,23,0:00,UTC,,,13.5,,15.6,12.4,Mustasaari,101464,63.43508,21.06856
2020,7,24,0:00,UTC,,,13.8,,15.8,11.9,Mustasaari,101464,63.43508,21.06856
2020,7,25,0:00,UTC,,,14.7,,17.8,12.8,Mustasaari,101464,63.43508,21.06856
2020,7,26,0:00,UTC,,,17.9,,22.3,14.1,Mustasaari,101464,63.43508,21.06856
2020,7,27,0:00,UTC,,,18.3,,23.4,15.8,Mustasaari,101464,63.43508,21.06856
2020,7,28,0:00,UTC,,,18.2,,21.6,15.7,Mustasaari,101464,63.43508,21.06856
2020,7,29,0:00,UTC,,,17.1,,20.4,15.2,Mustasaari,101464,63.43508,21.06856
2020,7,30,0:00,UTC,,,15.9,,19.4,13.7,Mustasaari,101464,63.43508,21.06856
2020,7,31,0:00,UTC,,,16.6,,18.3,15,Mustasaari,101464,63.43508,21.06856
2020,8,1,0:00,UTC,,,17.2,,20.5,12.5,Mustasaari,101464,63.43508,21.06856
2020,8,2,0:00,UTC,,,16.6,,19.5,14.4,Mustasaari,101464,63.43508,21.06856
2020,8,3,0:00,UTC,,,17.1,,18.6,16,Mustasaari,101464,63.43508,21.06856
2020,8,4,0:00,UTC,,,16.9,,19,15.7,Mustasaari,101464,63.43508,21.06856
2020,8,5,0:00,UTC,,,17.2,,20.5,14.6,Mustasaari,101464,63.43508,21.06856
2020,8,6,0:00,UTC,,,17.3,,20.4,15,Mustasaari,101464,63.43508,21.06856
2020,8,7,0:00,UTC,,,19.1,,22.2,15.6,Mustasaari,101464,63.43508,21.06856
2020,8,8,0:00,UTC,,,20.3,,23,18.4,Mustasaari,101464,63.43508,21.06856
2020,8,9,0:00,UTC,,,18.8,,21.1,17.7,Mustasaari,101464,63.43508,21.06856
2020,8,10,0:00,UTC,,,16.5,,18.7,14.8,Mustasaari,101464,63.43508,21.06856
2020,8,11,0:00,UTC,,,16.7,,19.2,15.3,Mustasaari,101464,63.43508,21.06856
2020,8,12,0:00,UTC,,,16.4,,18.2,13.2,Mustasaari,101464,63.43508,21.06856
2020,8,13,0:00,UTC,,,17,,20.4,13.7,Mustasaari,101464,63.43508,21.06856
2020,8,14,0:00,UTC,,,18.2,,20.9,15.6,Mustasaari,101464,63.43508,21.06856
2020,8,15,0:00,UTC,,,18.5,,21.6,16.5,Mustasaari,101464,63.43508,21.06856
2020,8,16,0:00,UTC,,,17.3,,19.8,15.9,Mustasaari,101464,63.43508,21.06856
2020,8,17,0:00,UTC,,,14.9,,17.9,13.1,Mustasaari,101464,63.43508,21.06856
2020,8,18,0:00,UTC,,,17.2,,20.1,13.8,Mustasaari,101464,63.43508,21.06856
2020,8,19,0:00,UTC,,,18.6,,22.8,15.2,Mustasaari,101464,63.43508,21.06856
2020,8,20,0:00,UTC,,,19.9,,21.9,17.9,Mustasaari,101464,63.43508,21.06856
2020,8,21,0:00,UTC,,,19.7,,21.7,17.9,Mustasaari,101464,63.43508,21.06856
2020,8,22,0:00,UTC,,,20.2,,22.4,18.8,Mustasaari,101464,63.43508,21.06856
2020,8,23,0:00,UTC,,,18.8,,20.5,17,Mustasaari,101464,63.43508,21.06856
2020,8,24,0:00,UTC,,,15,,17.4,11.8,Mustasaari,101464,63.43508,21.06856
2020,8,25,0:00,UTC,,,16,,19.7,12.5,Mustasaari,101464,63.43508,21.06856
2020,8,26,0:00,UTC,,,14.4,,17.6,11.8,Mustasaari,101464,63.43508,21.06856
2020,8,27,0:00,UTC,,,13.9,,16.2,12.4,Mustasaari,101464,63.43508,21.06856
2020,8,28,0:00,UTC,,,14.1,,17.6,10.4,Mustasaari,101464,63.43508,21.06856
2020,8,29,0:00,UTC,,,14.9,,18,11,Mustasaari,101464,63.43508,21.06856
2020,8,30,0:00,UTC,,,15.3,,17.4,12,Mustasaari,101464,63.43508,21.06856
2020,8,31,0:00,UTC,,,15,,16.2,13.4,Mustasaari,101464,63.43508,21.06856
2020,9,1,0:00,UTC,,,13.7,,17,12,Mustasaari,101464,63.43508,21.06856
2020,9,2,0:00,UTC,,,15.8,,19.8,11,Mustasaari,101464,63.43508,21.06856
2020,9,3,0:00,UTC,,,14.4,,16.1,11.7,Mustasaari,101464,63.43508,21.06856
2020,9,4,0:00,UTC,,,16.5,,19,15.3,Mustasaari,101464,63.43508,21.06856
2020,9,5,0:00,UTC,,,16.1,,18.1,15,Mustasaari,101464,63.43508,21.06856
2020,9,6,0:00,UTC,,,14.9,,17.3,13.7,Mustasaari,101464,63.43508,21.06856
2020,9,7,0:00,UTC,,,14.3,,17.2,10.2,Mustasaari,101464,63.43508,21.06856
2020,9,8,0:00,UTC,,,15,,16.5,12.3,Mustasaari,101464,63.43508,21.06856
2020,9,9,0:00,UTC,,,15.1,,18.3,13.4,Mustasaari,101464,63.43508,21.06856
2020,9,10,0:00,UTC,,,13.1,,15.6,10.8,Mustasaari,101464,63.43508,21.06856
2020,9,11,0:00,UTC,,,12.3,,14.4,9.7,Mustasaari,101464,63.43508,21.06856
2020,9,12,0:00,UTC,,,14.1,,16.3,11.5,Mustasaari,101464,63.43508,21.06856
2020,9,13,0:00,UTC,,,13.6,,16.1,11,Mustasaari,101464,63.43508,21.06856
2020,9,14,0:00,UTC,,,13.1,,15.3,11.8,Mustasaari,101464,63.43508,21.06856
2020,9,15,0:00,UTC,,,11.8,,14.1,10.4,Mustasaari,101464,63.43508,21.06856
2020,9,16,0:00,UTC,,,10.4,,13.8,8.8,Mustasaari,101464,63.43508,21.06856
2020,9,17,0:00,UTC,,,10.5,,11.2,8.8,Mustasaari,101464,63.43508,21.06856
2020,9,18,0:00,UTC,,,12.1,,15.1,6.9,Mustasaari,101464,63.43508,21.06856
2020,9,19,0:00,UTC,,,11.7,,13.6,10.5,Mustasaari,101464,63.43508,21.06856
2020,9,20,0:00,UTC,,,10.9,,12.4,8.9,Mustasaari,101464,63.43508,21.06856
2020,9,21,0:00,UTC,,,11.7,,13.4,9.9,Mustasaari,101464,63.43508,21.06856
2020,9,22,0:00,UTC,,,10.9,,14.2,9.7,Mustasaari,101464,63.43508,21.06856
2020,9,23,0:00,UTC,,,12.4,,14.1,9.3,Mustasaari,101464,63.43508,21.06856
2020,9,24,0:00,UTC,,,12.5,,14.3,10.4,Mustasaari,101464,63.43508,21.06856
2020,9,25,0:00,UTC,,,12.4,,16.3,10.1,Mustasaari,101464,63.43508,21.06856
2020,9,26,0:00,UTC,,,9.9,,10.6,9.1,Mustasaari,101464,63.43508,21.06856
2020,9,27,0:00,UTC,,,9.9,,10.1,9.5,Mustasaari,101464,63.43508,21.06856
2020,9,28,0:00,UTC,,,9.5,,10.8,8.8,Mustasaari,101464,63.43508,21.06856
2020,9,29,0:00,UTC,,,10.9,,14.9,8,Mustasaari,101464,63.43508,21.06856
2020,9,30,0:00,UTC,,,12.6,,14.1,10.7,Mustasaari,101464,63.43508,21.06856
2020,10,1,0:00,UTC,,,10.5,,12.5,9.7,Mustasaari,101464,63.43508,21.06856
2020,10,2,0:00,UTC,,,10.3,,12.1,8.5,Mustasaari,101464,63.43508,21.06856
2020,10,3,0:00,UTC,,,11.6,,12.8,10.1,Mustasaari,101464,63.43508,21.06856
2020,10,4,0:00,UTC,,,12.9,,15.5,11.6,Mustasaari,101464,63.43508,21.06856
2020,10,5,0:00,UTC,,,12.1,,13.9,11.1,Mustasaari,101464,63.43508,21.06856
2020,10,6,0:00,UTC,,,12.1,,13.6,10.2,Mustasaari,101464,63.43508,21.06856
2020,10,7,0:00,UTC,,,13,,13.9,12,Mustasaari,101464,63.43508,21.06856
2020,10,8,0:00,UTC,,,12.6,,13.5,12.1,Mustasaari,101464,63.43508,21.06856
2020,10,9,0:00,UTC,,,11.8,,13.4,11.1,Mustasaari,101464,63.43508,21.06856
2020,10,10,0:00,UTC,,,10.4,,12.1,9.3,Mustasaari,101464,63.43508,21.06856
2020,10,11,0:00,UTC,,,9.7,,11.7,8.8,Mustasaari,101464,63.43508,21.06856
2020,10,12,0:00,UTC,,,8.5,,9.5,7,Mustasaari,101464,63.43508,21.06856
2020,10,13,0:00,UTC,,,8.3,,9.2,7.3,Mustasaari,101464,63.43508,21.06856
2020,10,14,0:00,UTC,,,7.5,,8.4,6.8,Mustasaari,101464,63.43508,21.06856
2020,10,15,0:00,UTC,,,7.7,,8.5,6.5,Mustasaari,101464,63.43508,21.06856
2020,10,16,0:00,UTC,,,7,,8.3,5.4,Mustasaari,101464,63.43508,21.06856
2020,10,17,0:00,UTC,,,8,,9.9,7,Mustasaari,101464,63.43508,21.06856
2020,10,18,0:00,UTC,,,3,,7.1,1.7,Mustasaari,101464,63.43508,21.06856
2020,10,19,0:00,UTC,,,4.5,,6,1.7,Mustasaari,101464,63.43508,21.06856
2020,10,20,0:00,UTC,,,3.5,,5.4,2.1,Mustasaari,101464,63.43508,21.06856
2020,10,21,0:00,UTC,,,3.1,,5,1.5,Mustasaari,101464,63.43508,21.06856
2020,10,22,0:00,UTC,,,6.4,,8.4,5.1,Mustasaari,101464,63.43508,21.06856
2020,10,23,0:00,UTC,,,3.1,,5.4,1.7,Mustasaari,101464,63.43508,21.06856
2020,10,24,0:00,UTC,,,3.7,,4.3,2.2,Mustasaari,101464,63.43508,21.06856
2020,10,25,0:00,UTC,,,4.6,,6,1.9,Mustasaari,101464,63.43508,21.06856
2020,10,26,0:00,UTC,,,9.2,,10.2,6,Mustasaari,101464,63.43508,21.06856
2020,10,27,0:00,UTC,,,9,,11.1,7.9,Mustasaari,101464,63.43508,21.06856
2020,10,28,0:00,UTC,,,8.9,,9.5,8.2,Mustasaari,101464,63.43508,21.06856
2020,10,29,0:00,UTC,,,8.7,,9.3,8.3,Mustasaari,101464,63.43508,21.06856
2020,10,30,0:00,UTC,,,6.4,,9,5.5,Mustasaari,101464,63.43508,21.06856
2020,10,31,0:00,UTC,,,6.7,,8.4,4.5,Mustasaari,101464,63.43508,21.06856
2020,11,1,0:00,UTC,,,9.2,,10,7.4,Mustasaari,101464,63.43508,21.06856
2020,11,2,0:00,UTC,,,9.6,,11.9,8.3,Mustasaari,101464,63.43508,21.06856
2020,11,3,0:00,UTC,,,8.5,,11.2,8.1,Mustasaari,101464,63.43508,21.06856
2020,11,4,0:00,UTC,,,7.9,,8.8,7.1,Mustasaari,101464,63.43508,21.06856
2020,11,5,0:00,UTC,,,8.5,,9.8,6.5,Mustasaari,101464,63.43508,21.06856
2020,11,6,0:00,UTC,,,9.7,,11.1,8.1,Mustasaari,101464,63.43508,21.06856
2020,11,7,0:00,UTC,,,9.5,,11.1,8.3,Mustasaari,101464,63.43508,21.06856
2020,11,8,0:00,UTC,,,5.6,,8.3,5,Mustasaari,101464,63.43508,21.06856
2020,11,9,0:00,UTC,,,6.3,,7.4,5.2,Mustasaari,101464,63.43508,21.06856
2020,11,10,0:00,UTC,,,4.4,,6.3,3.3,Mustasaari,101464,63.43508,21.06856
2020,11,11,0:00,UTC,,,5.6,,6.2,3.4,Mustasaari,101464,63.43508,21.06856
2020,11,12,0:00,UTC,,,6.6,,7.4,5.5,Mustasaari,101464,63.43508,21.06856
2020,11,13,0:00,UTC,,,6.4,,7.7,5.5,Mustasaari,101464,63.43508,21.06856
2020,11,14,0:00,UTC,,,6,,6.5,4.9,Mustasaari,101464,63.43508,21.06856
2020,11,15,0:00,UTC,,,7.5,,8.6,6.3,Mustasaari,101464,63.43508,21.06856
2020,11,16,0:00,UTC,,,6,,7.1,4.8,Mustasaari,101464,63.43508,21.06856
2020,11,17,0:00,UTC,,,8.5,,8.9,6.5,Mustasaari,101464,63.43508,21.06856
2020,11,18,0:00,UTC,,,7.7,,8.5,6.4,Mustasaari,101464,63.43508,21.06856
2020,11,19,0:00,UTC,,,4.1,,9.5,0.5,Mustasaari,101464,63.43508,21.06856
2020,11,20,0:00,UTC,,,2.5,,3.9,-0.8,Mustasaari,101464,63.43508,21.06856
2020,11,21,0:00,UTC,,,4.4,,6,0.3,Mustasaari,101464,63.43508,21.06856
2020,11,22,0:00,UTC,,,6.5,,7.3,5.6,Mustasaari,101464,63.43508,21.06856
2020,11,23,0:00,UTC,,,5.2,,7.4,4.6,Mustasaari,101464,63.43508,21.06856
2020,11,24,0:00,UTC,,,2.7,,4.7,1.8,Mustasaari,101464,63.43508,21.06856
2020,11,25,0:00,UTC,,,3.8,,7.6,1.5,Mustasaari,101464,63.43508,21.06856
2020,11,26,0:00,UTC,,,3.7,,7.7,1.5,Mustasaari,101464,63.43508,21.06856
2020,11,27,0:00,UTC,,,2,,2.7,1.2,Mustasaari,101464,63.43508,21.06856
2020,11,28,0:00,UTC,,,0.6,,2.4,-0.2,Mustasaari,101464,63.43508,21.06856
2020,11,29,0:00,UTC,,,1.7,,2.5,0.1,Mustasaari,101464,63.43508,21.06856
2020,11,30,0:00,UTC,,,1.8,,3,1.2,Mustasaari,101464,63.43508,21.06856
2020,12,1,0:00,UTC,,,1.9,,3.1,1.4,Mustasaari,101464,63.43508,21.06856
2020,12,2,0:00,UTC,,,3.8,,5.1,-0.4,Mustasaari,101464,63.43508,21.06856
2020,12,3,0:00,UTC,,,2,,5.7,0.7,Mustasaari,101464,63.43508,21.06856
2020,12,4,0:00,UTC,,,1.4,,1.8,0.5,Mustasaari,101464,63.43508,21.06856
2020,12,5,0:00,UTC,,,3.3,,5.5,1.1,Mustasaari,101464,63.43508,21.06856
2020,12,6,0:00,UTC,,,5.5,,6.3,4.8,Mustasaari,101464,63.43508,21.06856
2020,12,7,0:00,UTC,,,3.6,,5.8,2.3,Mustasaari,101464,63.43508,21.06856
2020,12,8,0:00,UTC,,,0.8,,2.4,0.3,Mustasaari,101464,63.43508,21.06856
2020,12,9,0:00,UTC,,,0.7,,1.2,-0.2,Mustasaari,101464,63.43508,21.06856
2020,12,10,0:00,UTC,,,0.6,,2.1,-0.6,Mustasaari,101464,63.43508,21.06856
2020,12,11,0:00,UTC,,,-1.5,,0,-2.7,Mustasaari,101464,63.43508,21.06856
2020,12,12,0:00,UTC,,,-0.5,,1.1,-3.1,Mustasaari,101464,63.43508,21.06856
2020,12,13,0:00,UTC,,,0.7,,2.1,-0.1,Mustasaari,101464,63.43508,21.06856
2020,12,14,0:00,UTC,,,-0.6,,0.5,-1.2,Mustasaari,101464,63.43508,21.06856
2020,12,15,0:00,UTC,,,2,,5.1,-0.7,Mustasaari,101464,63.43508,21.06856
2020,12,16,0:00,UTC,,,2.3,,5.3,0.5,Mustasaari,101464,63.43508,21.06856
2020,12,17,0:00,UTC,,,0.7,,1.9,0,Mustasaari,101464,63.43508,21.06856
2020,12,18,0:00,UTC,,,1,,1.5,0.1,Mustasaari,101464,63.43508,21.06856
2020,12,19,0:00,UTC,,,3.4,,5.5,1.2,Mustasaari,101464,63.43508,21.06856
2020,12,20,0:00,UTC,,,5.4,,6.4,4.8,Mustasaari,101464,63.43508,21.06856
2020,12,21,0:00,UTC,,,5.5,,5.8,4.8,Mustasaari,101464,63.43508,21.06856
2020,12,22,0:00,UTC,,,5,,5.9,4.3,Mustasaari,101464,63.43508,21.06856
2020,12,23,0:00,UTC,,,2.8,,4.7,1.8,Mustasaari,101464,63.43508,21.06856
2020,12,24,0:00,UTC,,,1.8,,3,0.8,Mustasaari,101464,63.43508,21.06856
